author:	Mlewandowska
date:	2019-07-06 17:39	2019-07-08 07:48
concentration = 0.1, size: 300x300
distribution: Gauss	scale: 1.0
init_number_X = 50, init_number_Y = 9000	n_links = 0
k1 = 1, k2 = 1, beta = 0, lambd = 0.3
number of simulations k = 25, number of iterations n = 5000
range sampling: [0, 5, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]

0,1,16,51,93,144,206,248,283,341,394,446,478,508,561,607,687,
0,1,20,58,96,143,207,256,298,337,385,439,483,527,579,626,677,
0,1,17,64,110,158,196,239,285,336,378,423,465,518,567,619,672,
0,1,15,55,105,150,201,240,293,343,399,448,497,536,579,642,681,
0,1,25,63,119,166,203,245,291,332,383,416,468,508,544,593,654,
0,1,15,52,88,150,198,236,286,318,361,415,474,524,572,618,676,
0,1,13,59,98,150,187,226,294,355,398,442,483,530,575,614,678,
0,1,14,51,96,146,189,226,268,323,362,422,472,509,550,604,638,
0,1,16,55,91,132,169,211,245,296,356,410,460,503,532,572,638,
0,1,23,74,112,155,214,254,294,357,402,442,477,513,553,659,699,
0,1,15,67,103,149,190,225,257,313,366,418,476,518,572,621,679,
0,1,14,64,115,151,193,228,278,312,356,415,450,495,547,613,663,
0,1,20,61,115,151,189,220,292,343,373,424,462,503,573,605,666,
0,1,18,61,106,147,204,252,285,358,414,458,512,551,597,640,676,
0,1,18,64,104,140,179,220,276,328,363,422,473,524,590,639,684,
0,2,24,60,108,148,181,224,280,321,368,417,458,525,562,608,650,
0,1,16,57,97,137,190,232,294,330,373,431,478,539,578,631,664,
0,1,17,50,92,140,181,222,291,343,389,432,481,518,573,620,669,
0,1,19,55,96,138,184,230,283,331,376,430,480,532,575,633,698,
0,1,20,62,98,148,187,245,304,338,377,423,479,535,575,610,655,
0,1,13,70,113,160,199,235,296,358,400,440,488,521,578,615,654,
0,1,22,83,147,209,248,297,351,395,433,474,507,547,598,652,702,
0,1,20,74,110,153,200,244,292,340,382,433,470,515,557,597,653,
0,1,17,70,107,167,207,245,293,347,392,415,492,544,589,625,669,
0,1,18,62,93,146,190,222,279,314,362,407,450,495,568,614,691,
0,1,16,62,99,142,180,222,278,317,363,415,472,519,557,599,634,
0,1,19,59,94,144,183,239,289,326,360,415,456,507,570,619,661,
0,1,20,67,92,127,170,221,283,327,362,414,455,507,547,594,648,
0,1,28,77,129,170,219,269,321,359,403,456,496,541,584,634,696,
0,1,20,50,93,124,181,228,263,303,343,380,446,496,531,621,680,
0,1,18,64,108,166,214,266,301,354,394,438,494,534,615,659,710,
0,1,20,56,103,174,216,261,304,368,409,450,502,545,601,644,678,
0,1,24,64,105,149,225,284,327,375,423,466,498,537,601,650,703,
0,1,24,57,91,129,167,211,270,309,357,416,459,503,568,615,657,
0,1,17,49,121,159,217,259,295,341,380,440,490,531,572,616,680,
0,1,30,65,108,150,193,252,289,340,388,435,476,508,576,627,671,
0,1,31,80,125,169,218,266,309,344,410,458,498,534,586,632,694,
0,1,14,52,92,145,199,231,278,323,386,442,504,546,581,620,651,
0,1,16,61,100,143,197,236,278,327,372,425,471,504,573,619,662,
0,1,15,47,109,156,199,251,293,339,372,438,507,547,596,669,719,
0,1,18,62,105,137,174,220,274,322,363,404,482,520,566,616,656,
0,1,21,67,115,160,212,244,286,346,402,445,488,540,598,637,708,
0,1,18,59,108,157,204,242,287,326,378,443,500,546,579,626,687,
0,1,22,72,110,157,207,246,286,319,358,391,443,505,567,603,650,
0,1,16,63,108,146,191,235,281,327,383,434,484,544,596,646,703,
0,1,21,61,104,138,189,241,277,325,374,440,486,524,574,617,668,
0,1,17,55,101,135,190,231,270,310,357,397,439,481,527,576,614,
0,1,15,58,105,150,186,224,268,309,348,400,454,513,548,600,642,
0,1,14,50,90,146,197,234,283,321,379,416,478,536,573,628,672,
0,1,20,75,106,155,221,270,310,350,403,439,493,542,597,643,676,
0,1,25,63,103,142,195,247,282,326,377,413,452,506,594,637,673,
0,1,22,60,103,144,177,218,275,311,351,391,437,495,554,603,639,
0,1,8,64,125,161,215,288,331,365,402,443,488,554,609,642,699,
0,1,16,61,103,149,191,224,260,300,350,384,438,495,537,614,662,
0,1,23,64,123,155,201,242,296,333,381,459,499,542,579,625,662,
0,1,17,67,112,163,216,250,291,338,380,434,488,542,582,627,697,
0,1,13,60,102,152,214,279,318,357,413,460,502,531,573,634,687,
0,1,12,63,104,165,217,260,303,341,400,444,484,549,586,631,677,
0,1,18,59,93,149,182,237,293,323,371,408,472,514,549,589,638,
0,1,16,61,106,154,202,241,285,340,390,430,477,517,572,627,691,
0,1,19,64,111,155,196,251,303,349,391,433,469,517,562,618,659,
0,1,20,77,118,182,231,284,328,366,423,481,522,562,604,660,691,
0,1,19,68,118,161,204,261,313,378,412,455,501,543,597,658,713,
0,1,18,57,99,137,197,252,306,343,397,451,502,536,585,639,686,
0,1,15,68,113,146,195,233,273,342,391,438,481,534,589,630,668,
0,2,16,83,123,168,210,259,304,350,418,475,539,583,634,675,730,
0,1,19,53,110,160,201,240,275,314,379,414,461,503,545,600,648,
0,1,13,53,98,128,210,252,302,347,401,441,492,526,582,625,679,
0,1,20,67,122,173,212,248,290,331,374,423,520,577,623,678,729,
0,1,20,65,103,158,198,231,281,334,380,425,463,519,556,616,662,
