author:	no one
date:	None
concentration = 0.1, size: 100x100
distribution: Gauss	scale: 1.0
init_number_X = 50, init_number_Y = 1000	n_links = 200
k1 = 1.0, k2 = 1.0, beta = 0.0, lambd = 0.3
number of simulations k = 205, number of iterations n = 1000
range sampling: [0, 5, 10, 20, 30, 40, 50, 60]

0,1,2,3,4,5,43,53,
0,1,10,11,12,13,14,29,
0,1,2,3,4,5,30,36,
0,1,2,3,4,5,11,22,
0,1,2,3,4,5,13,38,
0,1,2,3,4,5,6,6,
0,1,2,3,4,5,39,56,
0,1,2,3,4,6,6,6,
0,1,5,6,7,8,9,49,
0,1,2,3,4,5,23,58,
0,2,4,5,6,7,14,14,
0,1,2,3,4,5,16,55,
0,1,6,7,8,9,10,76,
0,1,2,3,4,5,6,18,
0,1,5,6,7,8,9,40,
0,1,1,1,1,1,1,1,
0,1,2,5,6,7,8,20,
0,0,0,0,0,0,0,0,
0,1,2,3,4,10,25,38,
0,1,2,3,3,3,3,3,
0,1,4,5,6,7,10,18,
0,1,3,4,12,18,19,48,
0,1,2,3,4,5,42,95,
0,1,2,3,4,5,6,35,
0,1,17,18,19,34,42,55,
0,1,2,3,4,5,25,25,
0,1,2,3,4,5,6,48,
0,1,3,4,5,6,56,56,
0,1,5,6,7,11,12,49,
0,1,20,26,27,28,49,56,
0,1,2,3,4,5,9,58,
0,1,2,3,4,5,17,37,
0,1,2,3,4,5,6,39,
0,1,4,5,6,7,8,18,
0,1,3,4,31,32,33,38,
0,1,2,3,4,5,8,38,
0,1,13,14,15,22,28,28,
0,1,2,5,6,7,8,9,
0,1,2,3,4,5,11,59,
0,1,12,13,14,15,39,51,
0,1,5,6,7,15,15,15,
0,1,2,3,4,5,15,37,
0,1,2,3,4,5,6,29,
0,1,4,5,6,6,6,6,
0,1,2,3,4,5,6,8,
0,1,2,5,16,18,31,51,
0,1,2,3,4,5,10,62,
0,1,2,3,4,4,4,4,
0,1,3,4,5,7,13,81,
0,1,2,3,4,5,6,46,
